time,gps_lat,gps_lng,naive_lat,naive_lng,ai_lat,ai_lng,gps_status,drift_naive_m,drift_ai_m,velocity_mps,heading_deg,source
13,52.517164489062495,-1.5104387625000002,52.51758748554369,-1.508638199484065,52.51691154048565,-1.5103705004521157,LOCK,130.59799385735198,28.503336982002075,7.86832880014412,213.8819777250799,GPS+ML
14,52.51723665,-1.5105157390625,52.51754440243901,-1.5086459056660009,52.516889037251886,-1.5104858654638658,LOCK,131.06734000254946,38.70559358755312,6.845038371220812,219.30692139217373,GPS+ML
15,52.5172785359375,-1.5105404078125,52.51750028127181,-1.5086557370318985,52.5168846412809,-1.5105849445419075,LOCK,129.88696486250458,43.902638643238426,6.904580948689396,218.46817596040447,GPS+ML
16,52.5173576359375,-1.5106073125,52.51745357296608,-1.5086646750240613,52.5168870256955,-1.510680145980764,LOCK,131.87952373910483,52.56102508166622,7.5947269565961815,218.65129153807598,GPS+ML
17,52.5174036921875,-1.5106475859375,52.51740469097843,-1.508673063961632,52.51688798791649,-1.5107778563814522,LOCK,133.60485643580918,58.01723083202023,7.998951636778451,219.1628727661725,GPS+ML
18,52.51840824062501,-1.5109036984375002,52.517355720561554,-1.5086904159858383,52.51700181942401,-1.5109272042497852,LOCK,190.06539012776906,156.39498994249928,8.587988544559305,229.73813110736018,GPS+ML
19,52.518476923437504,-1.51093645625,52.51730469471434,-1.5087162025333452,52.517116657614224,-1.511080762821525,LOCK,198.89503058703232,151.56950153737006,8.894562226715548,225.1470293516377,GPS+ML
20,52.5186001015625,-1.5110280578125,52.51725309353542,-1.5087455363470186,52.51722277903525,-1.5112213914422266,LOCK,215.14414212305505,153.70895654305897,9.105362998026147,220.73208809296574,GPS+ML
21,52.518775298437504,-1.5111571734375,52.51720190306044,-1.5087705854653117,52.51733055042088,-1.5113606740798222,LOCK,238.08845897244277,161.23767843221518,9.072266286722963,221.775546691898,GPS+ML
22,52.519118026562495,-1.5111830640625,52.51716116701675,-1.5088122339050565,52.51746513411745,-1.5114934521647319,LOCK,270.33425286211923,184.9892853074158,8.016845972918436,223.60632117858611,GPS+ML
23,52.519149084375,-1.5111908921875,52.51712061611808,-1.5088663080593125,52.51758862792546,-1.5115864286795733,LOCK,274.98188618563483,175.56669893855255,8.248601008811871,212.7735477005942,GPS+ML
24,52.519231078124996,-1.5113601359375,52.51707984025716,-1.5089157031090765,52.51769482054188,-1.5116706522943546,LOCK,290.8202722695143,172.1112789631051,9.414452087633435,211.6926494893673,GPS+ML
25,52.5192752875,-1.5114386921875,52.517041980077025,-1.5089561160300715,52.51778265514688,-1.511764863953203,LOCK,299.80991593510464,167.43402923313255,8.925054925197868,213.67021313715864,GPS+ML
26,52.5196785328125,-1.5117027593749999,52.51700103029037,-1.509002611431695,52.51793585797185,-1.5119458813670632,LOCK,349.31256439326694,194.47359551490067,8.631184073892655,262.29329298358124,GPS+ML
27,52.5199021640625,-1.51178194375,52.51696003253255,-1.5090530562474296,52.51817496415076,-1.512127575177383,LOCK,375.66029596379633,193.47445405725546,9.361545968064458,258.75194357861454,GPS+ML
28,52.5200645234375,-1.5118647406249999,52.51691912935444,-1.5091096699559843,52.51836559100494,-1.5122766513757837,LOCK,396.3295603735959,190.95748928389963,10.080175692353535,206.01843441724793,GPS+ML
29,52.520307465625,-1.512007484375,52.51688673458926,-1.5091529850568428,52.51848755027369,-1.5123553905090763,LOCK,426.5956700347023,203.72986527970062,8.441997440310699,205.8785541752424,GPS+ML
30,52.5204130046875,-1.5121327046875002,52.51686015941468,-1.5091927674301036,52.51864158636193,-1.5124882917288385,LOCK,442.3139811346536,198.43667028181855,7.201017378101515,257.8751596609827,GPS+ML
31,52.5205166921875,-1.5126764796874999,52.5168321250367,-1.5092237666426784,52.51885834873238,-1.5126818173287497,LOCK,471.6313598545044,184.3997325019037,5.876624430695238,239.52596165586507,GPS+ML
32,52.5206623578125,-1.5128956359375,52.51680167285049,-1.5092592720696019,52.51902876032314,-1.512819859413956,LOCK,494.79972573416404,181.7200957165162,8.357339843738453,201.9345373958584,GPS+ML
33,52.5207715390625,-1.5131017609375,52.5167808132294,-1.5092883796327647,52.519162414482274,-1.5129881616728074,LOCK,513.310891309593,179.0915017517109,6.817570690493827,253.70675574482632,GPS+ML
34,52.5208037984375,-1.5132004921875,52.51676577646962,-1.509309090292509,52.51935133624341,-1.5131732809152967,LOCK,520.5143795799593,161.5169208866957,5.942013161231362,251.293756824036,GPS+ML
35,52.5209554703125,-1.5134622515624998,52.51675130693003,-1.509323873462379,52.51951663121358,-1.513328369021907,LOCK,544.9271122754352,160.24784238975718,5.504750831492621,214.5218827121017,GPS+ML
36,52.520959460937505,-1.513481865625,52.51673492898308,-1.509337226662532,52.51963434669746,-1.5134289815160489,LOCK,547.0883925741805,147.3894198495046,5.79197825260977,220.1152267782205,GPS+ML
37,52.52095236875001,-1.5135249124999999,52.516716177702214,-1.509352494777512,52.51973926297167,-1.5135348497430257,LOCK,549.1658714338754,134.8928836625491,6.650392999326832,225.2568123228757,GPS+ML
38,52.521019928125,-1.5136415171874997,52.51670787752068,-1.5093603335433183,52.51983729535504,-1.5136568062854967,LOCK,560.1877690457134,131.50683277436943,6.255054997537009,221.99649789327486,GPS+ML
39,52.52104512968751,-1.5139174453125,52.51669971918358,-1.5093680010435278,52.51993109986163,-1.513793325407443,LOCK,572.9105691451167,124.158801007221,4.526945509011659,227.78211318898087,GPS+ML
40,52.5210465671875,-1.51402033125,52.51669398890478,-1.5093732988041004,52.52002876381759,-1.5139048885900261,LOCK,577.1534785804862,113.44378395375642,4.563723244453538,227.67385893839167,GPS+ML
41,52.52103292187499,-1.5143089078125,52.51668349740812,-1.509380772412729,52.52011001154209,-1.5140267338659148,LOCK,587.4431773875465,104.38373484792562,2.776924776096231,205.38346913235478,GPS+ML
42,52.5210820265625,-1.5141850749999999,52.516672308767504,-1.5093878413352542,52.5201796426341,-1.5140588927830785,LOCK,588.0398750106482,100.70306026115703,3.8614666942271767,169.56019284186596,GPS+ML
43,52.5212642609375,-1.5137612859375,52.51665481371273,-1.5093974497243563,52.520248827668276,-1.513988994196086,LOCK,591.512034530866,113.95728324226074,6.145492622484099,145.54899556123053,GPS+ML
44,52.5215224578125,-1.5133000140625001,52.51663162620092,-1.5094101090785432,52.5203336266341,-1.513825549418717,LOCK,604.1774682229603,136.89059972780703,8.056877614791059,159.9853194209634,GPS+ML
45,52.521869445312504,-1.5127917078125002,52.51660891450247,-1.5094228859182914,52.52041386139303,-1.5136410340856015,LOCK,627.7869062842464,171.75188690020826,9.78337645675849,189.19228340826143,GPS+ML
46,52.52226011875,-1.5122842359375,52.51658803758918,-1.5094288192303373,52.52049777585308,-1.5133979712402827,LOCK,659.6344074138397,209.95204748416495,9.54019733841557,139.17080550631442,GPS+ML
47,52.522540784374996,-1.5118350859375,52.51656618673235,-1.5094352787794165,52.52066024178341,-1.5129983039120778,LOCK,683.9001169081531,223.42668804613285,10.26380476017536,144.21109873843469,GPS+ML
48,52.52282559375,-1.5113820093750001,52.51654695021385,-1.5094415816420041,52.52081389689626,-1.512638315045363,LOCK,710.391000599065,239.29520550745852,9.783649140023863,195.5180640320481,GPS+ML
49,52.5230864578125,-1.5110051484375,52.516529685630154,-1.5094472734180346,52.52095947321416,-1.5124091510969626,LOCK,736.6600087776008,254.8729457832864,9.890609576534432,197.84716168812952,GPS+ML
50,52.523370603125,-1.5106824421875,52.5165113748094,-1.5094565660727872,52.52111182842236,-1.512179291146396,LOCK,767.2080973274772,270.81277616424785,9.678509644088285,203.58978144155344,GPS+ML
51,52.523804739062506,-1.510336653125,52.516499971506995,-1.509462336719357,52.521302784927066,-1.512002436666139,LOCK,814.4044225352067,300.1654866006765,9.395399374476792,240.18735870027606,GPS+ML
52,52.523989314062504,-1.5101364343750001,52.51649794805505,-1.5094627832300402,52.52151631723568,-1.5118549721791643,LOCK,834.24793809841,298.5552135767563,8.153021279069959,193.2396683304894,GPS+ML
53,52.524061795312505,-1.510017425,52.51649794805505,-1.5094627832300402,52.521683222425466,-1.5116223663980242,LOCK,841.8982277570509,285.907142160079,7.578738146474435,198.6782492173741,GPS+ML
54,52.5243328265625,-1.5093158,52.51649794805505,-1.5094627832300402,52.52186101679348,-1.5113318786693444,LOCK,871.2554999270714,306.8366157822123,7.399202295779862,197.2712807914743,GPS+ML
55,52.52463169375,-1.5086828234375,52.51649526091618,-1.5094628718834036,52.52204820716318,-1.5109947577844118,LOCK,906.2681462388082,327.093085385851,7.498133225488056,200.7683311100959,GPS+ML
56,52.52482911875,-1.5082406609375,52.51648975685671,-1.5094629413686542,52.52223337898273,-1.5106502725144353,LOCK,930.9750815089197,331.4894886006031,9.513084725199214,199.05078600193772,GPS+ML
57,52.5250888390625,-1.5078220187500002,52.51648326795191,-1.5094630210545097,52.52212998495306,-1.5107089523671255,DENIED,963.315666037887,382.6163091384508,10.196237564086914,202.54426574707034,ML_DEAD_RECKONING
58,52.525177420312495,-1.5076871734375,52.51647583626324,-1.5094634885383358,52.5220217037852,-1.5107828272997077,DENIED,975.0075617042953,408.64899643948735,10.837485313415527,202.86553955078125,ML_DEAD_RECKONING
59,52.5253558078125,-1.5074241546875,52.51647140944718,-1.5094638367105024,52.521906882451326,-1.5108624074713348,DENIED,997.4924717469478,448.5353440252243,10.24844741821289,202.4049530029297,ML_DEAD_RECKONING
60,52.5254495,-1.507306346875,52.516470724608006,-1.5094639446806628,52.52179793729837,-1.5109362251652272,DENIED,1009.0101521737633,474.5245211563236,10.007580757141113,202.54153442382812,ML_DEAD_RECKONING
61,52.525784967187505,-1.5070209015625,52.516470724608006,-1.5094639446806628,52.521691657509606,-1.5110087243455843,DENIED,1048.8036307170034,529.1081930304094,10.048152923583984,202.2718505859375,ML_DEAD_RECKONING
62,52.526153010937506,-1.506771940625,52.516470724608006,-1.5094639446806628,52.52158473955506,-1.5110806909871168,DENIED,1091.9188474938323,585.6687350661251,11.049982070922852,203.05007934570312,ML_DEAD_RECKONING
63,52.5265237484375,-1.5065197421874998,52.516470724608006,-1.5094639446806628,52.52146782647455,-1.5111624500145666,DENIED,1135.4550944708062,643.9867216831572,10.55003547668457,202.73512268066406,ML_DEAD_RECKONING
64,52.527527825,-1.505896046875,52.516470724608006,-1.5094639446806628,52.52135594362011,-1.511239500108924,DENIED,1252.9666466979877,775.6723897676541,9.229084014892578,201.87623596191406,ML_DEAD_RECKONING
65,52.527862825,-1.5057283125,52.51646957876923,-1.5094639697314993,52.52125746565247,-1.5113044839741656,DENIED,1291.836630959596,825.6994442155458,10.39460563659668,202.59759521484375,ML_DEAD_RECKONING
66,52.52798464062501,-1.5056884906249999,52.51646862624542,-1.5094639940537709,52.52114712057131,-1.5113799634777665,DENIED,1305.7513801340206,852.2404071002013,11.011659622192383,202.99403381347656,ML_DEAD_RECKONING
67,52.528602687500005,-1.5054914656249998,52.51646862624542,-1.5094639940537709,52.521030564519855,-1.511461250807523,DENIED,1375.7546148314532,933.8346000937369,9.608158111572266,202.02752685546875,ML_DEAD_RECKONING
68,52.529036553124996,-1.5051998125,52.51646862624542,-1.5094639940537709,52.52092815073527,-1.5115293479827348,DENIED,1426.9578224250572,998.1334496908013,8.911551475524902,201.93820190429688,ML_DEAD_RECKONING
69,52.52948145625001,-1.504788590625,52.516467004172995,-1.509464141879071,52.52083310231279,-1.511592264403244,DENIED,1481.310472549574,1066.132759774145,8.123891830444336,201.59274291992188,ML_DEAD_RECKONING
70,52.52970952968751,-1.5046552765625,52.51646571368804,-1.5094642794706965,52.5207462460302,-1.5116487601136461,DENIED,1508.1579277020978,1103.268839064864,8.476911544799805,201.72929382324222,ML_DEAD_RECKONING
71,52.52986224062501,-1.5045660812500001,52.51646571368804,-1.5094642794706965,52.52065570119539,-1.5117080655135615,DENIED,1526.0421076108892,1132.0151783728681,7.650979995727539,201.1313934326172,ML_DEAD_RECKONING
72,52.529935214062505,-1.5045138515624998,52.51646571368804,-1.5094642794706965,52.52057364300078,-1.5117601880642013,DENIED,1534.7309678388388,1150.618429809142,7.7531914710998535,201.4093017578125,ML_DEAD_RECKONING
73,52.53001163906251,-1.5044533749999998,52.51646488995005,-1.509464177126004,52.5204906454339,-1.5118136690692767,DENIED,1544.0063727943361,1169.940803743946,7.747652053833008,201.4799346923828,ML_DEAD_RECKONING
74,52.530284660937504,-1.504319334375,52.516462301403095,-1.5094633302533607,52.52040774731755,-1.511867279755336,DENIED,1575.8846854186966,1211.1683448976496,10.3872709274292,202.6506805419922,ML_DEAD_RECKONING
75,52.5310019796875,-1.50398576875,52.51645917376425,-1.509462364338561,52.5202975226679,-1.5119428724081534,DENIED,1658.9909031319678,1306.3494264196145,10.780101776123047,202.5360870361328,ML_DEAD_RECKONING
76,52.5311164390625,-1.5039267796875,52.51645891246874,-1.5094622959948263,52.52018303424415,-1.5120209475043898,DENIED,1672.3155440767778,1333.3679125493204,11.192192077636719,203.107177734375,ML_DEAD_RECKONING
77,52.53178137500001,-1.5034644937500001,52.51645891246874,-1.5094622959948263,52.52006466679955,-1.512103950004308,DENIED,1751.4338152768591,1427.9332957230174,9.928633689880371,202.37771606445312,ML_DEAD_RECKONING
78,52.531866059375005,-1.503367215625,52.51645891246874,-1.5094622959948263,52.51995910072305,-1.5121753786747347,DENIED,1762.1238008332275,1451.907584885615,10.072672843933105,202.5214080810547,ML_DEAD_RECKONING
79,52.5328274609375,-1.5025589312499998,52.51645891246874,-1.5094622959948263,52.519852114071256,-1.5122482845980583,DENIED,1879.0646588228637,1584.7141802361093,9.045536041259766,201.64712524414062,ML_DEAD_RECKONING
80,52.533638051562505,-1.501890990625,52.516458805913736,-1.5094622656498864,52.51975544043768,-1.5123113390886884,DENIED,1977.7263587485413,1697.0185504318329,9.53248119354248,201.8033905029297,ML_DEAD_RECKONING
81,52.5338472390625,-1.5017122078125,52.516458805913736,-1.5094622656498864,52.51965367326058,-1.512378244208866,DENIED,2003.3334909572266,1735.3748314365098,10.038107872009277,202.43797302246097,ML_DEAD_RECKONING
82,52.5339454109375,-1.5016217125,52.516458805913736,-1.5094622656498864,52.51954698947364,-1.5124506442108216,DENIED,2015.4736692659246,1760.6734216118844,10.162083625793457,202.59194946289062,ML_DEAD_RECKONING
83,52.5340356234375,-1.5015218781250002,52.516458543215535,-1.509462102995395,52.51943910833177,-1.5125244149340245,DENIED,2026.9575455958652,1785.5905011449204,9.459085464477539,201.82240295410156,ML_DEAD_RECKONING
84,52.534395475000004,-1.50113894375,52.516458543215535,-1.509462102995395,52.51933813812587,-1.5125908595033413,DENIED,2072.4553152743806,1844.8494875863767,10.875907897949219,202.98956298828125,ML_DEAD_RECKONING
85,52.534881281249994,-1.50057139375,52.516458543215535,-1.509462102995395,52.534886409129825,-1.5005725443750677,LOCK,2134.9897594333715,0.5754808742376091,10.691421604457167,197.60246971403845,GPS+ML
86,52.53509612656249,-1.500286853125,52.516458543215535,-1.509462102995395,52.5349363543697,-1.5004582398446127,LOCK,2163.366293147949,21.213276577775158,11.026207988523774,203.10458903862616,GPS+ML
87,52.5354275296875,-1.4998190546875,52.516458543215535,-1.509462102995395,52.53502695917627,-1.5002883017115671,LOCK,2207.8350919410095,54.69245775211703,11.409210091859697,202.6745623771739,GPS+ML
88,52.53669276406251,-1.498269259375,52.516458543215535,-1.509462102995395,52.53536380803569,-1.4997878167850043,LOCK,2373.940200712768,179.96106242383743,9.855633501910363,198.01997987422183,GPS+ML
89,52.53690123125,-1.4980879546875,52.516458543215535,-1.509462102995395,52.53559837035297,-1.4994275503539511,LOCK,2399.8252343326308,170.87085199495388,9.541305838014374,195.66480573998763,GPS+ML
90,52.537560607812495,-1.4977044171875002,52.516458543215535,-1.509462102995395,52.535847793883974,-1.4990244838705091,LOCK,2477.5911270559704,210.34469959344264,8.68344298834478,134.63808408981356,GPS+ML
91,52.537792459375,-1.4975523968750002,52.516458543215535,-1.509462102995395,52.53612778283315,-1.4985827114465946,LOCK,2505.3085108663504,197.78593528553864,9.09511107787007,134.59037315847024,GPS+ML
92,52.53840373125,-1.4971333234375002,52.516458543215535,-1.509462102995395,52.53644611346213,-1.498156759657211,LOCK,2578.788236759835,228.41752592479347,9.48312759790627,138.4217798945524,GPS+ML
93,52.5385234921875,-1.4970403921875,52.516458543215535,-1.509462102995395,52.53671138957206,-1.497793428064721,LOCK,2593.4227315328176,207.83353561642176,9.397819709235058,142.8775047822102,GPS+ML
94,52.538640078125,-1.4969426765625,52.516458543215535,-1.509462102995395,52.53693487220855,-1.4974828234122655,LOCK,2607.8294272515086,193.0974212246943,9.234187095872604,146.20522901665893,GPS+ML
95,52.538853026562506,-1.496720878125,52.516458543215535,-1.509462102995395,52.537142762154275,-1.4971877283392463,LOCK,2635.10491303093,192.7760446288928,9.370230032277094,144.1977739935211,GPS+ML
96,52.539260834375,-1.49617011875,52.51645695116482,-1.5094607994247204,52.5373686167222,-1.496851605524606,LOCK,2690.356705746087,215.39404200107208,10.794713858065588,153.5274334328609,GPS+ML
97,52.5395460765625,-1.49563800625,52.51645532271736,-1.5094593968917704,52.537573659514244,-1.4964786710765696,LOCK,2732.5165172071283,226.5723826539832,12.278312437034481,156.59403729242257,GPS+ML
98,52.53987904218751,-1.4948636578125,52.51645532271736,-1.5094593968917704,52.53777979912816,-1.4960083001638151,LOCK,2785.4682965957004,245.92722812746098,12.20699121884619,155.61813090680343,GPS+ML
99,52.540596267187496,-1.4932007203125,52.516451722079594,-1.509456341960652,52.53807182740073,-1.495279971168622,LOCK,2901.2262191882774,313.95780419145547,10.767542302338425,142.83114136795365,GPS+ML
100,52.5410237359375,-1.4923590937499998,52.516451722079594,-1.509456341960652,52.53841187010132,-1.4945267809365101,LOCK,2966.9918318899986,325.32931692802805,12.15321428823421,147.0509850309029,GPS+ML
101,52.5415684296875,-1.4907865984375,52.51645157024553,-1.5094561777181132,52.53877753720319,-1.4936282059720805,LOCK,3065.1434983561703,365.0181156302465,11.985669910950758,159.19224025895872,GPS+ML
102,52.54167520468749,-1.4902735484375,52.51645157024553,-1.5094561777181132,52.53908268784635,-1.492825902182324,LOCK,3090.3765606883967,336.00238547015607,11.66353997521409,162.61095737755042,GPS+ML
103,52.541706084375,-1.4901116906249998,52.51645157024553,-1.5094561777181132,52.53932844265281,-1.4921523791387512,LOCK,3098.101794963984,298.2352136846591,11.479470702000459,164.1509171389376,GPS+ML
104,52.5418128125,-1.4890160671875,52.516449011004674,-1.5094535459473375,52.53955839436901,-1.49140536429664,LOCK,3140.955440010617,298.2448414898901,11.743515011053391,163.07988570338676,GPS+ML
105,52.541817996875004,-1.4886948437499998,52.51644671369544,-1.5094511673635158,52.53974581437143,-1.4907366428359226,LOCK,3151.2533569057755,268.62368530733835,12.317895366827932,165.08866532474065,GPS+ML
106,52.5418490828125,-1.4878662015625,52.51644671369544,-1.5094511673635158,52.539905894403205,-1.4900401850068332,LOCK,3179.6956999361296,261.3485546154369,12.540877099420618,168.59179296933522,GPS+ML
107,52.541797737500005,-1.4862946,52.51644671369544,-1.5094511673635158,52.54004746437724,-1.4891760243845777,LOCK,3224.905223501191,275.40889213864824,12.16220572805127,167.38532818349626,GPS+ML
108,52.54177805,-1.486102828125,52.51644671369544,-1.5094511673635158,52.540159292545134,-1.4884455077234395,LOCK,3229.316974734989,239.79054267310391,12.358645564784682,170.8430169796942,GPS+ML
109,52.541754446875004,-1.48591014375,52.51644671369544,-1.5094511673635158,52.54023787130038,-1.487834913763731,LOCK,3233.427729208412,213.0299411088292,12.437230588943967,173.49902786145077,GPS+ML
110,52.54149862187501,-1.4847857156250002,52.51644482777992,-1.5094489679112806,52.54028030101477,-1.4871359960366317,LOCK,3247.228504906827,208.84446946390173,12.121051958373156,175.8993812965949,GPS+ML
111,52.5414443,-1.48459540625,52.516440451710125,-1.5094438839161208,52.540301573445674,-1.4865526812750611,LOCK,3248.930610039201,183.48474493845714,12.682196995771706,177.78696961705904,GPS+ML
112,52.5412642078125,-1.4839793374999999,52.51643535614474,-1.5094381221922315,52.54028978063695,-1.4859653638457404,LOCK,3253.9571724704992,172.56784924010168,13.45663354823424,177.63866506668876,GPS+ML
113,52.540539718750004,-1.4815126671875,52.516429119522336,-1.5094318832400997,52.54020843586133,-1.4849666115480473,LOCK,3279.4314255926865,236.47359637616586,8.247444595916702,166.8347163513432,GPS+ML
114,52.5404538578125,-1.4802139890625,52.516426701648506,-1.509429465604282,52.54018718285595,-1.4839443504828944,LOCK,3323.241005522093,254.01764190545813,7.292721781899489,154.98868719151238,GPS+ML
115,52.540573329687504,-1.4792456062500001,52.51642344589222,-1.5094261973608067,52.54020085027007,-1.4829955663687306,LOCK,3373.3292097145186,256.96582062362984,10.655819245611557,160.68898271952747,GPS+ML
116,52.540753556249996,-1.4782923203125,52.51642031359917,-1.509423164243883,52.54020692880584,-1.4820400509034903,LOCK,3428.6821889686553,260.64102714723043,10.469912775425433,158.97934264363826,GPS+ML
117,52.540807582812505,-1.4780199359375001,52.51641686160403,-1.5094198012427715,52.54022451762985,-1.4812029108571334,LOCK,3444.918557956763,224.8123935421225,10.827655074433014,159.51675757534116,GPS+ML
118,52.5408376109375,-1.4778857234375002,52.51641488204906,-1.5094178514838934,52.54023767906797,-1.4804865375111533,LOCK,3453.240323639524,188.11529838564758,10.825782050711195,161.5090760767772,GPS+ML
119,52.540942934374996,-1.4775027421875002,52.51641376717674,-1.5094167453802776,52.54025737921419,-1.4798289092354286,LOCK,3478.5274044993766,174.81199429986083,10.880082204396945,162.16694949301254,GPS+ML
120,52.5410478,-1.4771020625,52.51641376717674,-1.5094167453802776,52.54028183976602,-1.4792149046729501,LOCK,3504.5189501108653,166.3466068580476,11.268544147403963,163.53526503071646,GPS+ML
121,52.541136651562496,-1.4768282125,52.51641376717674,-1.5094167453802776,52.54030343224074,-1.4786559440571452,LOCK,3523.8048678533005,154.47521376507282,10.81259709222257,163.592465210276,GPS+ML
122,52.5411861640625,-1.4766889453125,52.51641376717674,-1.5094167453802776,52.540324122540106,-1.4781786107250525,LOCK,3533.995155235104,139.0590097574727,10.646078524523665,165.61827615322406,GPS+ML
123,52.541629965625,-1.47566933125,52.51641376717674,-1.5094167453802776,52.540397876918334,-1.4775786517149634,LOCK,3615.734344072922,188.26163868018435,10.927284908510853,149.1022714872822,GPS+ML
124,52.541846260937504,-1.4752456984375,52.516413257827956,-1.5094161156704458,52.54049466052355,-1.4770138990131034,LOCK,3652.498899246798,192.05902106775542,10.726843260008238,179.09201538885247,GPS+ML
125,52.5419236546875,-1.475114815625,52.51641098115793,-1.5094122534841534,52.54055742324219,-1.4766183504485166,LOCK,3664.794804301877,182.8059499769312,11.28515311446362,184.91048304013015,GPS+ML
126,52.54220465,-1.47470605,52.51641005407989,-1.5094106916084509,52.54062477005631,-1.4762158578985245,LOCK,3706.4953723592434,203.19173707537917,12.407887258577736,174.6956134653367,GPS+ML
127,52.5426186078125,-1.4741971234375,52.51641005407989,-1.5094106916084509,52.540710358063826,-1.4758582275705265,LOCK,3763.9142888242563,240.08932459905756,12.298963762652404,238.32709160283602,GPS+ML
128,52.5430385453125,-1.4736788140625,52.51641005407989,-1.5094106916084509,52.54091350951245,-1.4756860956152547,LOCK,3822.2509874668353,272.5092951800773,12.324166729118442,249.59060168446254,GPS+ML
129,52.5431416453125,-1.4735456515625,52.51641005407989,-1.5094106916084509,52.541147292173896,-1.4755696295552352,LOCK,3836.8264051333367,260.60099813313883,11.991014938872379,252.7323684891766,GPS+ML
130,52.543327409375,-1.4732915109375,52.51641005407989,-1.5094106916084509,52.54139122937147,-1.4754566896377952,LOCK,3863.6959970500257,260.3665144033336,10.225443051892581,249.34341510356833,GPS+ML
131,52.543640206250004,-1.472759346875,52.51640704869088,-1.5094049891088777,52.54156535852133,-1.475238094507732,LOCK,3913.4173806052663,285.1788802648634,11.111616911175208,177.99597214644072,GPS+ML
132,52.5437145171875,-1.4725801609375,52.51640203545595,-1.5093956014083347,52.54165313429141,-1.4747881568582557,LOCK,3927.518371377937,273.5601239375442,11.748816559300037,147.8882856091792,GPS+ML
133,52.5438712015625,-1.472192996875,52.51639656430229,-1.5093854151788908,52.54180972472204,-1.474205222555658,LOCK,3957.6364540635454,266.57353229887127,12.082770524413036,144.42061921534992,GPS+ML
134,52.5439521875,-1.4719927234374999,52.51639066778229,-1.5093744993683307,52.541993797819444,-1.473634910366335,LOCK,3973.237152470892,244.4452229811846,12.214707501764144,143.9078398576999,GPS+ML
135,52.54403201562501,-1.471789175,52.51638594357991,-1.5093657617790244,52.54218327797381,-1.4731012212052224,LOCK,3988.8766980943283,223.90082796812797,12.245268591673401,145.41872715443577,GPS+ML
136,52.544180801562504,-1.47138364375,52.51638594357991,-1.5093657617790244,52.54237605852263,-1.472572835390422,LOCK,4019.118687947809,216.19182918216381,11.04772239503393,143.58956782822187,GPS+ML
137,52.54430448281251,-1.4710239296875,52.51638594357991,-1.5093657617790244,52.54253728693234,-1.4721595939780285,LOCK,4045.2592122642413,210.97754756653157,9.438652667746476,198.41843989652654,GPS+ML
